Index,Time,X-POSF,X-TCMD,Y-POSF,Y-TCMD,Z-POSF,Z-TCMD,S-SPEED,S-LMDAT
0,0,-0.017516869955986551,-0.9749820173948516,0.025140227929825107,1.199304462949751,0.027506866367034991,11.01880555559081,-1,0.0002610884442886604
1,1,-0.015737755118678913,-0.9649322945553294,0.026296349026924869,1.192675770752132,0.026989242345560722,11.00775002323499,0,0.0003364533825908704
2,2,-0.014751837250655606,-0.9585444867432188,0.025369533562728735,1.180644668865231,0.027956827050856833,10.99206186731865,-1,0.0002883620393565519
3,3,-0.017491597800936631,-0.9576657789034141,0.025510117330943664,1.184470135824494,0.026749657714070348,10.99219548858516,1,0.0002600879045893335
4,4,-0.016129047772101716,-0.979547616596921,0.026915061822469832,1.203157215076417,0.027866796078385388,10.99046631220425,-1,0.0003369482179029691
5,5,-0.016692655537650966,-0.9631584990551713,0.025750596579589155,1.196164548800196,0.027269042008318273,11.00945108665514,0,0.0002108804802329023
6,6,-0.016251622075383391,-1.004086384262663,0.025967185572660468,1.182934643367791,0.026036083804365864,11.01602442799402,1,0.0002524201318409258
7,7,-0.016545566378437813,-0.9787692870162117,0.025775924684739975,1.215228366879216,0.026338043954163962,10.98293711556202,-1,0.0003609607896618779
8,8,-0.015841542638071797,-0.9743837013852525,0.02522720060830258,1.189637871152424,0.027365030512215598,10.99408302841847,0,0.0003737633523377615
9,9,-0.015130057590398475,-0.9826713357158953,0.025013836163058679,1.193472076264663,0.027205599887899504,11.00318834517402,-1,0.0002508515475817609
10,10,-0.017463754068112975,-0.9848708350161137,0.02657463695652805,1.210025577378677,0.026523625377434509,11.01386543962148,0,0.0003058125662503216
11,11,-0.017124422045610769,-0.9625146843207506,0.026454474511193399,1.191853799576631,0.026187277862343476,11.00000928387426,0,0.000262515508039389
12,12,-0.014020433960879618,-0.9914644952702669,0.026616750250615637,1.185388980584844,0.02786780231121961,11.00587779803199,-1,0.0002196478672479349
13,13,-0.016191554271818506,-0.9765306385794826,0.026405110863036398,1.205940506274933,0.027543882474835121,11.01724516450774,0,0.0003054833543576804
14,14,-0.017026973713501599,-0.964541924862627,0.025178126256879017,1.193199441482034,0.027029119997979162,11.0122490789297,-1,0.0003024819210432089
15,15,-0.014300690179471141,-0.9648926449706203,0.026569568241300218,1.207879668936774,0.026542062107831013,10.9933801499557,1,0.0002807927312675616
16,16,-0.017640460783544618,-0.9922177451633197,0.026590198845707416,1.18523565840676,0.027837639380311956,10.98313949205267,0,0.0003525098292987775
17,17,-0.017474341467799404,-0.9737024025116655,0.026189452173134741,1.193970556071549,0.027249041410612462,10.99176319876409,0,0.0002035037438301948
18,18,-0.015645023926555531,-1.007660339465751,0.025378492122493216,1.18763133574269,0.026703743987493922,10.99965581343254,0,0.000216780223332144
19,19,-0.014344825812636417,-0.9677205949390422,0.025542339802677658,1.187533937501984,0.026431435803949268,10.99039068313195,0,0.0003827268400286232
20,20,-0.014037218647071041,-1.008987932593354,0.025409394199392376,1.188277688186014,0.026478935114023574,11.01895590808523,0,0.0003964238214762586
21,21,-0.01428207632917898,-0.9818879107337253,0.025155148816290922,1.186487244714511,0.027364831239479529,11.01880766235933,0,0.0002239588289340457
22,22,-0.014049567711310038,-0.9889907855848856,0.026133081268078184,1.199579352797521,0.026805232557564344,11.00236151518688,-1,0.0003525022428033822
23,23,-0.015606157139878365,-0.9739041098157672,0.026198117028323045,1.212390757505294,0.026475327752869003,11.0052968958927,-1,0.0003715638392754426
24,24,-0.016875697288062111,-0.9652885479861371,0.026234668925423716,1.198816497772445,0.027700937079238905,10.98247165181472,0,0.0003666774647119595
25,25,-0.016982667205312139,-0.9790706148561639,0.025490190359110675,1.200429980679388,0.026834670926916313,11.0097777805639,0,0.0003604429499980537
26,26,-0.017876989782227046,-0.9915653900928846,0.026572551187802697,1.189435023782321,0.026227545330455578,10.98830344580043,0,0.0003320392648696525
27,27,-0.014963423090747606,-0.9563408121853547,0.026800108540937218,1.198979620023986,0.026715991154321116,10.99584471447195,0,0.0003666461298004266
28,28,-0.016383561612825216,-0.9988152888848666,0.026441483623578114,1.190044287954392,0.026152416706610972,10.98599012083092,0,0.0002186524092083544
29,29,-0.016659171749295522,-1.001433955200974,0.025330888702632424,1.209296285033486,0.027480489896836623,10.99699414435431,0,0.0002315506199575922
30,30,-0.014556748519022406,-1.007053797130159,0.025385170284964724,1.196619313789455,0.02700963176792804,11.01388467101406,1,0.0002142562096118906
31,31,-0.016792917566842779,-1.008262306224707,0.025446633093900925,1.204557850054592,0.027017623978420044,10.99065686342977,0,0.000299909333297554
32,32,-0.017462114889651811,-1.00494099407646,0.026726796820134287,1.183464926256556,0.026188778450475188,10.98070680888745,0,0.0003903045620307301
33,33,-0.014719375830167728,-1.006134898861933,0.026665418866797484,1.186989508869078,0.027903017418966936,11.00755443041353,0,0.0003654101630855877
34,34,-0.014495425645662325,-0.9870615514485852,0.026805194088293335,1.193562936258916,0.0278562548652454,10.99932544830881,-1,0.0002056875667062185
35,35,-0.016408455532904476,-1.002275152645296,0.026370888870637339,1.183405991739022,0.027454144846014265,11.01165091694544,-1,0.0003448299405611096
36,36,-0.016860963603814311,-0.9585548392371128,0.025339852215704745,1.217142238429791,0.027582981313050408,11.01442566658877,1,0.0002112447864270992
37,37,-0.01673646415704989,-1.001670515038215,0.02508494655838607,1.207439520928013,0.026797206976112622,11.01243168116476,1,0.0003924496779183072
38,38,-0.015906599549187342,-0.9723250532675696,0.025980798120562802,1.203357462539561,0.026678019894269319,10.98802713704469,0,0.0002201334375977066
39,39,-0.017259986992299862,-0.9635307818891897,0.025817712519091589,1.204824337402773,0.027879399900656663,11.01374490021859,-1,0.0003996795027046259
40,40,-0.017446748164527806,-0.9606023006044786,0.025102934524866862,1.213744181601522,0.026666421236368074,10.99227079445388,0,0.0002904569356010755
41,41,-0.016801966061694238,-0.953219366872202,0.02633415762367123,1.212582397631138,0.026435374865646045,10.98515747223334,0,0.0002769603507498432
42,42,-0.015002969026074009,-0.9848259342100931,0.026356073778457601,1.204114770206497,0.026075998255003632,11.01169941094493,-1,0.0003152570624921945
43,43,-0.017241891323139899,-0.9631842184940047,0.025971947119351371,1.218831800952454,0.027206733259462781,10.99830001009263,-1,0.000301790458214788
44,44,-0.014606100030784417,-0.9959675271226175,0.025651903519878394,1.201549747153007,0.026777715793211112,10.99333604229128,0,0.0003597652187326877
45,45,-0.014477595619173167,-1.002589972498058,0.025115864678302471,1.199978329673496,0.026200244333353207,10.99551675969277,0,0.0002134450734033816
46,46,-0.01647307628834362,-0.9999042364795586,0.025506184968433994,1.206148272851474,0.027779466748727954,10.9990898591175,1,0.0002447729391965323
47,47,-0.014205124463510752,-0.9565629751430104,0.025697282722764617,1.210955964827013,0.026684971684882142,11.0145509468866,0,0.0002513630376205617
48,48,-0.017192614654498593,-0.9664855307608199,0.026880948123860417,1.209932232643376,0.026395038098678235,11.01833276676639,1,0.0002306096810745688
49,49,-0.015485734929214342,-0.9674493272783978,0.025426920691175511,1.202931328361079,0.027655410690844769,10.98444222859814,0,0.0003156821495356176
50,50,-0.017205210097404351,-0.9552823148088657,0.026660032392808543,1.206744681230519,0.026557905770585984,10.98882561218825,1,0.0003209043482637102
51,51,-0.014727392748079196,-0.9557433970023742,0.025299241442373915,1.217050893797256,0.026673399007052467,10.989121441225,1,0.0003878168190024763
52,52,-0.01723151060376879,-1.003482380097335,0.02639234468676737,1.19969254222362,0.027432900614295978,11.01050385074595,0,0.0002539453948784631
53,53,-0.016076540973218034,-0.9719037416684183,0.026106284655071015,1.190240111453329,0.027849504222739373,10.99740549202119,1,0.0003285129007925218
54,54,-0.014994580278732727,-1.009164543790019,0.025828852748824932,1.21363059000573,0.026561704140250421,11.00393566628859,0,0.0003184201325554983
55,55,-0.016693055298152168,-0.970528732124208,0.025557733394550582,1.190710385676151,0.026787166696586182,10.98860065798828,0,0.0002250879493696843
56,56,-0.016880235706988354,-0.9925808648127361,0.026896718900605212,1.202906706700001,0.027473931946890649,10.98236401454767,0,0.000214271568846239
57,57,-0.015684255852989631,-0.950027853269512,0.025593169845265953,1.207214828795667,0.027551602176462832,11.01074577797156,-1,0.0003912131733148078
58,58,-0.016154591633856165,-0.9581643732779653,0.025100335117905437,1.202799391250466,0.027162090931658899,11.00412384861762,0,0.0002677329963507364
59,59,-0.016345815044688492,-0.9866555557233432,0.025232627125598046,1.185259887652365,0.027059564915807195,11.01222783945565,0,0.0003567988456233504
60,60,-0.014587374432694443,-0.9948621788032005,0.025965729076346245,1.215216515961125,0.026377734021818935,11.0064495399912,0,0.000263614134318191
61,61,-0.017236335642207452,-0.9616905876009573,0.025683781222701114,1.192971117684859,0.026526915705959688,10.98849478538053,1,0.0003489770138081054
62,62,-0.017732392898422475,-0.957568205144345,0.02521938852595957,1.19859587772624,0.027137734325743085,10.98851687371299,-1,0.0002743192991045911
63,63,-0.014437133944716176,-0.9933388490017736,0.026240838098178492,1.204252181332572,0.026082722933373194,11.00928874032277,0,0.0002741793009176041
